line #,episode #,episode,name,line,arc #,arc
429.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Yeah. I bet nobody knows more about the Greyspines than you do and they've been around a long time. →,A1,Arc 1: Kraghammer and Vasselheim
430.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Political ass minds is what they are."" →",A1,Arc 1: Kraghammer and Vasselheim
431.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Assmanes? →,A1,Arc 1: Kraghammer and Vasselheim
432.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Not keen to them-- ass minds."" →",A1,Arc 1: Kraghammer and Vasselheim
433.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Ass mines? →,A1,Arc 1: Kraghammer and Vasselheim
434.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""They've got minds of an ass."" →",A1,Arc 1: Kraghammer and Vasselheim
435.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Oh, I thought you meant like, mines that ex-- Sorry. Go ahead. No, ass minds. Yes, they have ass minds. →",A1,Arc 1: Kraghammer and Vasselheim
436.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""The Greyspines are no friend of mine. "" →",A1,Arc 1: Kraghammer and Vasselheim
437.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"No, I've heard they're terrible. What do you do, Balgus? →",A1,Arc 1: Kraghammer and Vasselheim
438.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""What do I do? I own the brewery in town!"" →",A1,Arc 1: Kraghammer and Vasselheim
439.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,(gasp) You do? →,A1,Arc 1: Kraghammer and Vasselheim
440.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""The only one."" →",A1,Arc 1: Kraghammer and Vasselheim
441.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,The best brewery? →,A1,Arc 1: Kraghammer and Vasselheim
442.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""The only! Of course it's the best!"" I've put everyone out of business. We export to most of Tal'Dorei."" →",A1,Arc 1: Kraghammer and Vasselheim
443.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"This ale is amazing, that I'm drinking right now. →",A1,Arc 1: Kraghammer and Vasselheim
444.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Damn right it is!"" You set it down and he takes it from your hand a little bit and takes a sip himself and sets it down again. (inhales deeply) (spits) →",A1,Arc 1: Kraghammer and Vasselheim
445.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,It seems that you aren't challenged often in business and in fighting. →,A1,Arc 1: Kraghammer and Vasselheim
446.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I saunter over. Hello! My name is Tiberius Stormwind! →,A1,Arc 1: Kraghammer and Vasselheim
447.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,We're all going to die. →,A1,Arc 1: Kraghammer and Vasselheim
448.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He glances over and says, ""Dragonborn. I haven't fought one of your kind in a long time."" →",A1,Arc 1: Kraghammer and Vasselheim
449.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Oh! Who's the last dragonborn you fought? Do you remember his name? →,A1,Arc 1: Kraghammer and Vasselheim
450.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I recall his name was 'Broken and Bloody.'"" →",A1,Arc 1: Kraghammer and Vasselheim
451.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,I think that's a friend of yours. →,A1,Arc 1: Kraghammer and Vasselheim
452.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"No, I know him! I know the Bloody family, they're terrible people. Anyway, my associates and I were wondering if you might come-- Is that what we're doing? Trying to get him to come with us? →",A1,Arc 1: Kraghammer and Vasselheim
453.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Anyway! →,A1,Arc 1: Kraghammer and Vasselheim
454.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,We're trying to find out more about Greyspine. Where he might be or who his associates might be. →,A1,Arc 1: Kraghammer and Vasselheim
455.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Gee, I'm so glad you came over. →",A1,Arc 1: Kraghammer and Vasselheim
456.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Would you like to accompany us on this journey that we're taking? We're trying to find the Greyspines and you seem like you would want to come in on this. →,A1,Arc 1: Kraghammer and Vasselheim
457.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,We think there might be something rotten in the mines. →,A1,Arc 1: Kraghammer and Vasselheim
458.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Make a persuasion roll. You can assist if you like. →,A1,Arc 1: Kraghammer and Vasselheim
459.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,"I'm assisting in this persuasion roll, good god. →",A1,Arc 1: Kraghammer and Vasselheim
460.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,That just means he has advantage. →,A1,Arc 1: Kraghammer and Vasselheim
461.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Oh, I get advantage? →",A1,Arc 1: Kraghammer and Vasselheim
462.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,21. →,A1,Arc 1: Kraghammer and Vasselheim
463.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Yeah, so you get advantage on this roll. →",A1,Arc 1: Kraghammer and Vasselheim
464.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,So you roll twice. →,A1,Arc 1: Kraghammer and Vasselheim
465.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,What was the first thing you rolled? →,A1,Arc 1: Kraghammer and Vasselheim
466.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Three. I'll take the 18. →,A1,Arc 1: Kraghammer and Vasselheim
467.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Definitely take that 18. →,A1,Arc 1: Kraghammer and Vasselheim
468.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Oh and plus my-- →,A1,Arc 1: Kraghammer and Vasselheim
469.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Persuasion. →,A1,Arc 1: Kraghammer and Vasselheim
470.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He looks at you keenly, which-- →",A1,Arc 1: Kraghammer and Vasselheim
471.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Which is a nine. →,A1,Arc 1: Kraghammer and Vasselheim
472.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Whoa, you have a nine persuasion?! →",A1,Arc 1: Kraghammer and Vasselheim
473.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,That's why I talk. →,A1,Arc 1: Kraghammer and Vasselheim
474.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,He's pretty charismatic. →,A1,Arc 1: Kraghammer and Vasselheim
475.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He goes, ""Well no, I don't really want to go anywhere with you. But if you're looking to go ahead and talk to the Greyspines, you don't want to go empty-handed. It's customary to come with a gift of some kind."" →",A1,Arc 1: Kraghammer and Vasselheim
476.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Oh really? →,A1,Arc 1: Kraghammer and Vasselheim
477.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,What might they like? →,A1,Arc 1: Kraghammer and Vasselheim
478.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Well, let's just say, I have the finest brewery in the city."" →",A1,Arc 1: Kraghammer and Vasselheim
479.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Oh! →,A1,Arc 1: Kraghammer and Vasselheim
480.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I have some fine, very rare, very exotic drinks that I could, perchance, sell to you."" →",A1,Arc 1: Kraghammer and Vasselheim
481.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Pay the dwarf. →,A1,Arc 1: Kraghammer and Vasselheim
482.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,How much for this exotic ale? →,A1,Arc 1: Kraghammer and Vasselheim
483.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""How exotic you wanting?"" →",A1,Arc 1: Kraghammer and Vasselheim
484.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,We want to get in the door. We want him to like us. →,A1,Arc 1: Kraghammer and Vasselheim
485.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I can give you the finest of thistle branch, dark blood wine. This was crafted by myself, from a rare bloodthistle branch that I had brought over from the far-off city of Kamordah. →",A1,Arc 1: Kraghammer and Vasselheim
486.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"This, I personally oversaw. It took me four years to fill this barrel full. It'll cost you 500 gold pieces. But it is a king's red wine!"" →",A1,Arc 1: Kraghammer and Vasselheim
487.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Can I do a persuasion check-- a perception check to see if he's lying? →,A1,Arc 1: Kraghammer and Vasselheim
488.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,This would be insight. Go ahead and roll insight. →,A1,Arc 1: Kraghammer and Vasselheim
489.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,I'm going to go walk over to Grog really quickly. →,A1,Arc 1: Kraghammer and Vasselheim
490.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,27. →,A1,Arc 1: Kraghammer and Vasselheim
491.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,He seems too drunk to lie. →,A1,Arc 1: Kraghammer and Vasselheim
492.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Let's just do it. →,A1,Arc 1: Kraghammer and Vasselheim
493.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Tell you what, Balgus. We have some very rare items with us that I think you might be interested in. →",A1,Arc 1: Kraghammer and Vasselheim
494.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Make it quick! You've got one minute."" →",A1,Arc 1: Kraghammer and Vasselheim
495.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"We've got one minute? Well, we've got-- →",A1,Arc 1: Kraghammer and Vasselheim
496.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""My time is far worth the 500 gold you've already been talking about."" →",A1,Arc 1: Kraghammer and Vasselheim
497.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,We've got this with us right now. →,A1,Arc 1: Kraghammer and Vasselheim
498.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,We've got a bunch of dragon pieces. →,A1,Arc 1: Kraghammer and Vasselheim
499.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Do you like dragon pieces? →,A1,Arc 1: Kraghammer and Vasselheim
500.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"We've got 37 dragon teeth, one dragon eye, four cups of dragon blood-- →",A1,Arc 1: Kraghammer and Vasselheim
501.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,We've got this cup of dragon blood! Which I know can be added to ale or wine and makes it quite sensational. →,A1,Arc 1: Kraghammer and Vasselheim
502.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,He takes the sealed cup and sloshes it around in his hand. The actual liquid is coagulated to such a point that it's less of a blood and more of a gelatin. (sloshing sounds) →,A1,Arc 1: Kraghammer and Vasselheim
503.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,It gets better with age. →,A1,Arc 1: Kraghammer and Vasselheim
504.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Exactly, a spoon of it! →",A1,Arc 1: Kraghammer and Vasselheim
505.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He peeks it open and (sniffs). ""Yes!"" →",A1,Arc 1: Kraghammer and Vasselheim
506.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I think that's really expensive, actually. →",A1,Arc 1: Kraghammer and Vasselheim
507.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I can have this appraised, but if you want to do a straight trade for the barrel for this, I'll take you up on that."" →",A1,Arc 1: Kraghammer and Vasselheim
508.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Shit, no. →",A1,Arc 1: Kraghammer and Vasselheim
509.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Just go for it. →,A1,Arc 1: Kraghammer and Vasselheim
510.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"All right, fine! One cup of it. →",A1,Arc 1: Kraghammer and Vasselheim
511.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""All right."" He takes the cup, puts it in a small satchel on his side. ""Adra!"" ""Aye, what do you want, you drunken bastard?"" ""They've bought me thistle blood wine. Take it out back. Here's the key."" He tosses her the key. She grabs it and goes, ""Really? Ooh, just walked in, they're buying fancy."" She comes back with two of her barmaiders who are begrudgingly carrying it with her. It's a nice barrel. It has a gold trim. The actual bands that hold the wood together is gold. The branding on the side is gold leafed into the wood. It's fine, exquisite, we're talking top shelf BevMo-style, awesome dwarven wine. →",A1,Arc 1: Kraghammer and Vasselheim
512.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Top shelf at BevMo! →,A1,Arc 1: Kraghammer and Vasselheim
513.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He pats it and he goes, ""All yours. If this doesn't get you in the door, I'll eat my shoe."" →",A1,Arc 1: Kraghammer and Vasselheim
514.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Have you ever done that? →,A1,Arc 1: Kraghammer and Vasselheim
515.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Maybe, I forget a lot of nights."" →",A1,Arc 1: Kraghammer and Vasselheim
516.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Where might that door be? →,A1,Arc 1: Kraghammer and Vasselheim
517.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Minute's up, you'll have to ask around, but it was great doing business with you."" He walks away from the table. →",A1,Arc 1: Kraghammer and Vasselheim
518.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,I put it in the bag of holding. →,A1,Arc 1: Kraghammer and Vasselheim
519.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,It does not fit in the bag of holding. →,A1,Arc 1: Kraghammer and Vasselheim
520.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,What?! →,A1,Arc 1: Kraghammer and Vasselheim
521.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The barrel is too big, you barely got Dork the ox in there. Which, for the record, they did fit a small ox in the bag of holding and then realized later on that there was no airflow. →",A1,Arc 1: Kraghammer and Vasselheim
522.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,He came out! →,A1,Arc 1: Kraghammer and Vasselheim
523.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,I feel like we weren't going to discuss that. I felt that that was in the past. →,A1,Arc 1: Kraghammer and Vasselheim
524.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,I felt that was a necessary story. →,A1,Arc 1: Kraghammer and Vasselheim
525.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Maybe if we drank some of it it would fit. →,A1,Arc 1: Kraghammer and Vasselheim
526.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,The troll dick. Is that still in there or no? →,A1,Arc 1: Kraghammer and Vasselheim
527.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"No, we actually got rid of the troll dick. →",A1,Arc 1: Kraghammer and Vasselheim
528.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, okay. →",A1,Arc 1: Kraghammer and Vasselheim
529.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,Did we trade the troll dick for something? →,A1,Arc 1: Kraghammer and Vasselheim
530.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I thought we like used it as a weapon. →,A1,Arc 1: Kraghammer and Vasselheim
531.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"I offered it up, but by that time it had turned into a slimy-- →",A1,Arc 1: Kraghammer and Vasselheim
532.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Ew. →,A1,Arc 1: Kraghammer and Vasselheim
533.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I thought we threw it at somebody. →,A1,Arc 1: Kraghammer and Vasselheim
534.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Can I stop Adra then and ask her where Greyspine Manor is? Keep, manor, whatever. →",A1,Arc 1: Kraghammer and Vasselheim
535.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Ah, well I can have him do it."" She pokes one of the barmaiders who turns around. This one's younger, he looks like he's frazzled and maybe new here or at least trying to make his way. He goes, ""Okay, I can show you around, just follow me outside, come follow me."" He walks out. He's got a little apron on. He leads you guys outside. He brings you to the edge of the outer walkway of the central ring you're on. He points across the way and what you can see is a series of marble pillars that outline a residential district that opens and consumes the other side of the central ring of Kraghammer. He says, ""If you go past far in that way, you'll look for the house of Greyspine. It's the one that has dark black marble with gold tinting inside the spiralling vein of the marble, it's gold. The gate outside is wrought iron, black iron, that's topped with a series of pikes and--"" Pike awkwardly looks sickened, not understanding. ""The real key point is, if you look on the front yard, you'll see a dwarven statue of the current ironkeeper himself. That's where you'll want to go."" →",A1,Arc 1: Kraghammer and Vasselheim
536.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Yes, very helpful, young man. →",A1,Arc 1: Kraghammer and Vasselheim
537.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Thank you so much. →,A1,Arc 1: Kraghammer and Vasselheim
538.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Of course. If you get the chance, you could fill out a little form saying how helpful I've been--"" →",A1,Arc 1: Kraghammer and Vasselheim
539.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Are there suggestion cards here? →,A1,Arc 1: Kraghammer and Vasselheim
540.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Oh, absolutely. →",A1,Arc 1: Kraghammer and Vasselheim
541.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Here."" He pulls out a small parchment and hands it to you. It's handwritten with a couple of checkboxes. →",A1,Arc 1: Kraghammer and Vasselheim
542.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,You should give us all a copy so you will have multiple. →,A1,Arc 1: Kraghammer and Vasselheim
543.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I only have one."" →",A1,Arc 1: Kraghammer and Vasselheim
544.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Oh, okay, that's fine. →",A1,Arc 1: Kraghammer and Vasselheim
545.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Sorry!"" →",A1,Arc 1: Kraghammer and Vasselheim
546.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Confidence needs improvement. →,A1,Arc 1: Kraghammer and Vasselheim
547.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, it's okay, we have a wonderful writer. →",A1,Arc 1: Kraghammer and Vasselheim
548.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,"I'll rustle up a few. That's fine, why not. It's what I do, apparently. →",A1,Arc 1: Kraghammer and Vasselheim
549.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,He runs back into the tavern. →,A1,Arc 1: Kraghammer and Vasselheim
550.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"All right, shall we go to the manor? →",A1,Arc 1: Kraghammer and Vasselheim
551.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Do we want to do the manor right now? What time is it? →,A1,Arc 1: Kraghammer and Vasselheim
552.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,5:00 or 6:00. →,A1,Arc 1: Kraghammer and Vasselheim
553.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,We got to sleep. →,A1,Arc 1: Kraghammer and Vasselheim
554.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"We might not want to bug him when he's, you know, having dinner. →",A1,Arc 1: Kraghammer and Vasselheim
555.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Let's be honest, that gate's going to jack us up. It's going to be full of trouble. →",A1,Arc 1: Kraghammer and Vasselheim
556.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"All right, yes, let's go sleep. →",A1,Arc 1: Kraghammer and Vasselheim
557.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Let's sleep. →,A1,Arc 1: Kraghammer and Vasselheim
558.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Well, it's only 6:00. →",A1,Arc 1: Kraghammer and Vasselheim
559.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Well, then we have time to do other things. →",A1,Arc 1: Kraghammer and Vasselheim
560.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,How long is a short rest? →,A1,Arc 1: Kraghammer and Vasselheim
561.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Short rest is around ten minutes or so. →,A1,Arc 1: Kraghammer and Vasselheim
562.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I want to take short rest. →,A1,Arc 1: Kraghammer and Vasselheim
563.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You've technically been short resting in the tavern. It's more of like a post battle-- like, take a breather, bandage your wounds, settle yourself after a harrowing experience. That's what a short rest is. →",A1,Arc 1: Kraghammer and Vasselheim
564.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"What was the arcane magic, the manor? →",A1,Arc 1: Kraghammer and Vasselheim
565.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Oh, what you're looking for is the House Thunderbrand. →",A1,Arc 1: Kraghammer and Vasselheim
566.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I want to head in that direction. →,A1,Arc 1: Kraghammer and Vasselheim
567.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, so you're dividing from the party? Okay. →",A1,Arc 1: Kraghammer and Vasselheim
568.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Oh, I'm going to House Thunderbrand, if anybody wants to come with me. →",A1,Arc 1: Kraghammer and Vasselheim
569.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,What are you doing? I can't understand you with that popcorn in your mouth. →,A1,Arc 1: Kraghammer and Vasselheim
570.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Sorry! I'm going to House Thunderbrand before turning in this evening. I've had a nice little short rest and I would like to ask them a few questions. →,A1,Arc 1: Kraghammer and Vasselheim
571.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,All right. →,A1,Arc 1: Kraghammer and Vasselheim
572.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Yeah, go ahead, okay. →",A1,Arc 1: Kraghammer and Vasselheim
573.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Is there any recon that's going to happen tonight? →,A1,Arc 1: Kraghammer and Vasselheim
574.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,I think that you and I are going to go to Greyspine? →,A1,Arc 1: Kraghammer and Vasselheim
575.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,We'll check out the house. →,A1,Arc 1: Kraghammer and Vasselheim
576.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Do you need any help? →,A1,Arc 1: Kraghammer and Vasselheim
577.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Sure, you can come with us. →",A1,Arc 1: Kraghammer and Vasselheim
578.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"No, I don't want you to say yes. →",A1,Arc 1: Kraghammer and Vasselheim
579.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Then no, we'll stealth our way. →",A1,Arc 1: Kraghammer and Vasselheim
580.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Just a moment. Pike, you seem very distant. →",A1,Arc 1: Kraghammer and Vasselheim
581.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"It's very strange, are you all right? →",A1,Arc 1: Kraghammer and Vasselheim
582.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Pike's not listening, she's looking at the chat room. →",A1,Arc 1: Kraghammer and Vasselheim
583.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,She's feeling ill. Does she need to lie down? →,A1,Arc 1: Kraghammer and Vasselheim
584.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Pike is feeling, and for those of you who are curious in the chat room, once again, elements of this are house ruled, so don't complain. →",A1,Arc 1: Kraghammer and Vasselheim
585.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, players. →",A1,Arc 1: Kraghammer and Vasselheim
586.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"We keep short rest to ten minutes because it makes it move faster. Pike is going along, she seems to be a little distracted, she can't quite understand. She says, ""I don't know, I feel like I've been here before. It's hard to explain."" →",A1,Arc 1: Kraghammer and Vasselheim
587.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,What? →,A1,Arc 1: Kraghammer and Vasselheim
588.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Anyway, I'm probably going to go rest for the evening."" She heads back to the tavern. →",A1,Arc 1: Kraghammer and Vasselheim
589.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,The fuck does that mean? →,A1,Arc 1: Kraghammer and Vasselheim
590.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,We'll find out next week. →,A1,Arc 1: Kraghammer and Vasselheim
591.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"But first, whores in the bedroom! →",A1,Arc 1: Kraghammer and Vasselheim
592.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Lovely. →,A1,Arc 1: Kraghammer and Vasselheim
593.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Grog and I go in search of a, shall we say politely, whorehouse. →",A1,Arc 1: Kraghammer and Vasselheim
