line #,episode #,episode,name,line,arc #,arc
1007.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,This is what she tells you. →,A1,Arc 1: Kraghammer and Vasselheim
1008.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I see her as my trainer. →,A1,Arc 1: Kraghammer and Vasselheim
1009.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Dance! →,A1,Arc 1: Kraghammer and Vasselheim
1010.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I'm like (growling). I'm circus bear-ing. →,A1,Arc 1: Kraghammer and Vasselheim
1011.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Everyone! Gather round and watch the amazing Trinket do his tricks! →,A1,Arc 1: Kraghammer and Vasselheim
1012.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,I start playing music from my shawm instrument. Which exists. →,A1,Arc 1: Kraghammer and Vasselheim
1013.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Yeah, it does. →",A1,Arc 1: Kraghammer and Vasselheim
1014.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,A rousing jaunty bear-like tune. →,A1,Arc 1: Kraghammer and Vasselheim
1015.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Yes! →,A1,Arc 1: Kraghammer and Vasselheim
1016.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I'm going to cast Prestidigitation and do fireworks on top of that. →,A1,Arc 1: Kraghammer and Vasselheim
1017.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,You should give me a fez! Can you Prestidigitation me a fez? →,A1,Arc 1: Kraghammer and Vasselheim
1018.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Can I do little hats? →,A1,Arc 1: Kraghammer and Vasselheim
1019.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You haven't done a fez yet. You need to work on that. A couple more levels. →,A1,Arc 1: Kraghammer and Vasselheim
1020.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,No. I'll try. Paper hat! →,A1,Arc 1: Kraghammer and Vasselheim
1021.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Have you ever seen fireworks go off in a cloud? You get that little boof, boof. There's a bunch of that above you. Cloud, lights flashing. →",A1,Arc 1: Kraghammer and Vasselheim
1022.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You begin singing your tune. Do you give an inspiration dice to her? →,A1,Arc 1: Kraghammer and Vasselheim
1023.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Sure, I would love to give her an inspiration dice. →",A1,Arc 1: Kraghammer and Vasselheim
1024.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"A d8 inspiration dice from the bard as you hear the enchanting, jaunty, bear dancing theme. →",A1,Arc 1: Kraghammer and Vasselheim
1025.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"(singing) Oh, look over there! It's a bear! Yeah! →",A1,Arc 1: Kraghammer and Vasselheim
1026.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Bard getting his bard on. →,A1,Arc 1: Kraghammer and Vasselheim
1027.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Go ahead and make a performance check. →,A1,Arc 1: Kraghammer and Vasselheim
1028.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Who, me? →",A1,Arc 1: Kraghammer and Vasselheim
1029.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"No, she does. You're performing as a bear! →",A1,Arc 1: Kraghammer and Vasselheim
1030.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Natural 20! (cheering) →,A1,Arc 1: Kraghammer and Vasselheim
1031.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Do you want to add performance dice? →,A1,Arc 1: Kraghammer and Vasselheim
1032.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Look at that, a fucking bear dance. →",A1,Arc 1: Kraghammer and Vasselheim
1033.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"I'm sorry, the inspiration dice that he gave you. →",A1,Arc 1: Kraghammer and Vasselheim
1034.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,No! It's a natural 20! →,A1,Arc 1: Kraghammer and Vasselheim
1035.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,It's a natural 20! →,A1,Arc 1: Kraghammer and Vasselheim
1036.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,I know. Okay! →,A1,Arc 1: Kraghammer and Vasselheim
1037.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"No, I want to save it! I'm inspired, for later. I will think back to that moment. →",A1,Arc 1: Kraghammer and Vasselheim
1038.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You were so inspired, you weren't even inspired to be inspired for this. →",A1,Arc 1: Kraghammer and Vasselheim
1039.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
1040.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"This array of strange puffy fireworks in the fog; you doing this little rotation. You actually manage to do a bear cartwheel, and slam into the ring, but it looks pretty cool. You get back up. →",A1,Arc 1: Kraghammer and Vasselheim
1041.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You're on your hind legs, you dance on one foot for a second. Balgus is like, (raucous laughter). →",A1,Arc 1: Kraghammer and Vasselheim
1042.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He starts laughing, doubles over, clutching his stomach, laughing his ass off. Other dwarves start laughing too. The music gets louder and the band in the back of the tavern begins playing again. →",A1,Arc 1: Kraghammer and Vasselheim
1043.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,There's now this general jovial air restored to the tavern. →,A1,Arc 1: Kraghammer and Vasselheim
1044.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I grab an empty cup off of the table and say: Tips for the bear, right here! →",A1,Arc 1: Kraghammer and Vasselheim
1045.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,We're going to get money for this? →,A1,Arc 1: Kraghammer and Vasselheim
1046.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Of course. →,A1,Arc 1: Kraghammer and Vasselheim
1047.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"I beeline to the bar and say: A large mug of ale, please. As soon as it's ready, bring it right over to Balgus. →",A1,Arc 1: Kraghammer and Vasselheim
1048.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You guys are pulling through a crowd, covered in mist still. You're having a hard time finding your way through the bar. The people are at least now cheering, in the mood. There's still some people trying to find their way to the front to see what's going because they hear the music and they hear the cheering. ""Well, what's going on over there?"" They're pushing their way through. →",A1,Arc 1: Kraghammer and Vasselheim
1049.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You make your way to the bar. You see Adra's really nervous, like, (panicked sounds) →",A1,Arc 1: Kraghammer and Vasselheim
1050.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,I can fix this! →,A1,Arc 1: Kraghammer and Vasselheim
1051.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""How? Do! Go!"" →",A1,Arc 1: Kraghammer and Vasselheim
1052.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Quickly? →,A1,Arc 1: Kraghammer and Vasselheim
1053.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Here, go!"" She hands you one, doesn't even charge you for it. →",A1,Arc 1: Kraghammer and Vasselheim
1054.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I'm still dancing! →,A1,Arc 1: Kraghammer and Vasselheim
1055.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Looking for Balgus in the crowd. →,A1,Arc 1: Kraghammer and Vasselheim
1056.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He's still in the center of the ring. No one's still getting near Balgus. They're cheering off to the side. Balgus is laughing. ""Ooh, growl for me! Do a happy growl!"" →",A1,Arc 1: Kraghammer and Vasselheim
1057.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,(growls) →,A1,Arc 1: Kraghammer and Vasselheim
1058.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Yeah, there's a happy growl! Oh, it's been so long since I've been outside!"" A little tear on the edge of his face. As you approach up his side-- →",A1,Arc 1: Kraghammer and Vasselheim
1059.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Arm around his shoulder. →,A1,Arc 1: Kraghammer and Vasselheim
1060.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Immediately, instinctively, he slaps it off his arm and turns around. →",A1,Arc 1: Kraghammer and Vasselheim
1061.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Take this! You are an impressive specimen, my good man. I have never had a fight that amazing in at least a week. That was something to see. →",A1,Arc 1: Kraghammer and Vasselheim
1062.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Here, take this, and after this one there's three more. →",A1,Arc 1: Kraghammer and Vasselheim
1063.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He's drunk, you're offering him ale, and he's been laughing at a bear for two minutes. Make a persuasion roll with advantage. →",A1,Arc 1: Kraghammer and Vasselheim
1064.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Yeah! Persuasion, you say? 15. →",A1,Arc 1: Kraghammer and Vasselheim
1065.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Two rolls, yeah, you have advantage. →",A1,Arc 1: Kraghammer and Vasselheim
1066.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Oh! 15. →,A1,Arc 1: Kraghammer and Vasselheim
1067.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"15! He looks at you with this big grin, and you can now see his gnarled, yellow dwarven teeth, this railroad of terror that his mouth is. This big smile. He reaches out, his beard poofing over the side, grabs it and goes, ""See, now this is dwarven hospitality!"" He lifts his drink up and it spills a little bit on his arm. He's like, ""Hey!"" Everyone lifts up and cheers again. →",A1,Arc 1: Kraghammer and Vasselheim
1068.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,(cheering) →,A1,Arc 1: Kraghammer and Vasselheim
1069.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Everyone still keeps drinking through the fog. It's like a bad sauna in here right now. →,A1,Arc 1: Kraghammer and Vasselheim
1070.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Everyone's fighting their way through. At which point now, Balgus slaps you on the shoulder, takes a drink, and wanders out of the fight ring, goes and finds a table to sit down and begin chugging what you gave him. →",A1,Arc 1: Kraghammer and Vasselheim
1071.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Why don't we adjourn for the evening? Retire to our rooms? →,A1,Arc 1: Kraghammer and Vasselheim
1072.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Why don't you go change out of bear form? →,A1,Arc 1: Kraghammer and Vasselheim
1073.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Yeah, and I guess I can let Trinket change out of mouse form. →",A1,Arc 1: Kraghammer and Vasselheim
1074.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Why don't you wait until we're upstairs? →,A1,Arc 1: Kraghammer and Vasselheim
1075.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Can I take the mouse? Can I take Trinket? →,A1,Arc 1: Kraghammer and Vasselheim
1076.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Here, rat-mouse-thing. →",A1,Arc 1: Kraghammer and Vasselheim
1077.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Okay, hi, Trinket! Oh, is his armor teeny tiny too? →",A1,Arc 1: Kraghammer and Vasselheim
1078.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Oh, does he have a tiny armor mouse? Mouse armor! →",A1,Arc 1: Kraghammer and Vasselheim
1079.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"If you choose, while polymorphing him, you could make it as a visual aesthetic. Because it was a quick impact, I would say it looks like a normal mouse right now. Sorry. Next time! →",A1,Arc 1: Kraghammer and Vasselheim
1080.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Well you're still adorable little-- don't poke him. →,A1,Arc 1: Kraghammer and Vasselheim
1081.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,(squeaks) →,A1,Arc 1: Kraghammer and Vasselheim
1082.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,I stick him in my little pocket. →,A1,Arc 1: Kraghammer and Vasselheim
1083.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"I grab a half a mug of ale off the table and say, ""Dwarven compatriots, we could not have expected a better welcome here in Kraghammer! We'll see you tomorrow night for round two. Thank you, one and all."" →",A1,Arc 1: Kraghammer and Vasselheim
1084.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ALL,Huzzah! →,A1,Arc 1: Kraghammer and Vasselheim
1085.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"(cheering) Balgus goes, ""Three more! You said three more!"" You see his empty cup on the table. →",A1,Arc 1: Kraghammer and Vasselheim
1086.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,We did say three more. →,A1,Arc 1: Kraghammer and Vasselheim
1087.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I laugh and hustle her over and say: One, two, three, put them in a row for this gentleman right here. →",A1,Arc 1: Kraghammer and Vasselheim
1088.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""Aye! (whispers) Thanks."" She gives you like a really earnest like, ""Thank you."" You now have a very good idea of how a good third of the tables in this tavern are repaired. →",A1,Arc 1: Kraghammer and Vasselheim
1089.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,He's tough. →,A1,Arc 1: Kraghammer and Vasselheim
1090.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You guys head back up to the rooms. →,A1,Arc 1: Kraghammer and Vasselheim
1091.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,You put some stank on him. →,A1,Arc 1: Kraghammer and Vasselheim
1092.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Yeah, that was like a (vibrating) when you got the impact on him. →",A1,Arc 1: Kraghammer and Vasselheim
1093.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Don't fight him, you guys. →",A1,Arc 1: Kraghammer and Vasselheim
1094.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Oh, Grog's going to fight him at some point. →",A1,Arc 1: Kraghammer and Vasselheim
1095.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,I get the feeling that's probably going to go down at some point. →,A1,Arc 1: Kraghammer and Vasselheim
1096.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,He's going to be playmates with me. →,A1,Arc 1: Kraghammer and Vasselheim
1097.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,It's just a misunderstanding. I'm sure he's a lovely gentleman. →,A1,Arc 1: Kraghammer and Vasselheim
1098.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You guys are heading back up to the room. →,A1,Arc 1: Kraghammer and Vasselheim
1099.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Which, it's not a hallway built for a bear. Your shoulders are squeezing through. →",A1,Arc 1: Kraghammer and Vasselheim
1100.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,How big is the room? →,A1,Arc 1: Kraghammer and Vasselheim
1101.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Well, each one of your rooms comfortably fits two people, maybe. Like, one and a half? →",A1,Arc 1: Kraghammer and Vasselheim
1102.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Oh no. What will I do with Trinket? →,A1,Arc 1: Kraghammer and Vasselheim
1103.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,If you help push Trinket through the door. →,A1,Arc 1: Kraghammer and Vasselheim
1104.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Thankfully, dwarves are fairly wide folk, so the doors are built for stouter folk, they're just not very tall. You, actually, have to bend through, Grog, to get into your room. On the bed that you lie on, your legs dangle a good two feet off the bottom, at maximum. You can push Trinket through with a one, two, three! Or you can carry her through as a mouse, and then have her stuck in there. →",A1,Arc 1: Kraghammer and Vasselheim
1105.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
1106.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,That's all right. Neither of us need a blanket now. →,A1,Arc 1: Kraghammer and Vasselheim
1107.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Well. →,A1,Arc 1: Kraghammer and Vasselheim
1108.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,How long can I keep her a mouse? →,A1,Arc 1: Kraghammer and Vasselheim
1109.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Him! Trinket's a boy, all of you, please. →",A1,Arc 1: Kraghammer and Vasselheim
1110.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Up to an hour? →,A1,Arc 1: Kraghammer and Vasselheim
1111.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"I believe it is, yeah, concentration. →",A1,Arc 1: Kraghammer and Vasselheim
1112.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"I mean, are there like stables? →",A1,Arc 1: Kraghammer and Vasselheim
1113.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"You know, yeah. Can I go downstairs and ask about stables? Maybe he can stay in the stables. →",A1,Arc 1: Kraghammer and Vasselheim
1114.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You have to talk to Adra. She's like, ""There's no stables in this establishment, but we do have a downstairs storage area your bear can probably stay in."" →",A1,Arc 1: Kraghammer and Vasselheim
1115.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Yeah, he's a bear, he's fine. →",A1,Arc 1: Kraghammer and Vasselheim
1116.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Trinket, is that okay? →",A1,Arc 1: Kraghammer and Vasselheim
1117.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"(as Trinket) Yeah, I'm fine. →",A1,Arc 1: Kraghammer and Vasselheim
1118.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"All right, yeah, he's seems to think it's all right. Let's go with the storage room. If there's anything that looks edible, you can eat it. It's fine. →",A1,Arc 1: Kraghammer and Vasselheim
1119.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""That's not true."" →",A1,Arc 1: Kraghammer and Vasselheim
1120.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Just kidding! →,A1,Arc 1: Kraghammer and Vasselheim
1121.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I'll charge you later."" →",A1,Arc 1: Kraghammer and Vasselheim
1122.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You bring Trinket back down. Do you release your polymorph? →,A1,Arc 1: Kraghammer and Vasselheim
1123.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
1124.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Trinket becomes a bear again. I'd say the room's probably a good 40 feet by 30 feet. →,A1,Arc 1: Kraghammer and Vasselheim
1125.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, so he's fine. →",A1,Arc 1: Kraghammer and Vasselheim
1126.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Half of it's filled with barrels and crates, and storage of dried foods. Trinket comes in and (sniffing) and starts rummaging into one of the half open sacks of dried meat. That's going to be put on your bill. →",A1,Arc 1: Kraghammer and Vasselheim
1127.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Shit. →,A1,Arc 1: Kraghammer and Vasselheim
1128.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You head back to your rooms for the evening to rest. →,A1,Arc 1: Kraghammer and Vasselheim
1129.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Take a nap. →,A1,Arc 1: Kraghammer and Vasselheim
1130.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Anything you guys want to do in preparation for the next day? →,A1,Arc 1: Kraghammer and Vasselheim
1131.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"No, let's get it on. →",A1,Arc 1: Kraghammer and Vasselheim
1132.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Oh, we should give our comment cards to Balgus. →",A1,Arc 1: Kraghammer and Vasselheim
1133.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,I think we should all turn in our comment cards. →,A1,Arc 1: Kraghammer and Vasselheim
1134.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, our comments cards, that's right. →",A1,Arc 1: Kraghammer and Vasselheim
1135.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You turn in your comment cards for Balan. →,A1,Arc 1: Kraghammer and Vasselheim
1136.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Balan. →,A1,Arc 1: Kraghammer and Vasselheim
1137.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,I can't stress how important this is. →,A1,Arc 1: Kraghammer and Vasselheim
1138.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Maybe we should-- go ahead, I'm sorry. →",A1,Arc 1: Kraghammer and Vasselheim
1139.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,"No, no, really, no it's fine, speak over me, I don't care. →",A1,Arc 1: Kraghammer and Vasselheim
1140.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Here, take him the extras. →",A1,Arc 1: Kraghammer and Vasselheim
1141.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,We're going to give him a few extras so he can have more comments. →,A1,Arc 1: Kraghammer and Vasselheim
1142.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Yes. →,A1,Arc 1: Kraghammer and Vasselheim
1143.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,You guys are so kind with these comment cards. →,A1,Arc 1: Kraghammer and Vasselheim
1144.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Perhaps we should all go to bed, and the humans back in North Hollywood should take a pee break. At some point. →",A1,Arc 1: Kraghammer and Vasselheim
1145.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,The humans? →,A1,Arc 1: Kraghammer and Vasselheim
1146.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"You. You, and you and you and you and me. →",A1,Arc 1: Kraghammer and Vasselheim
1147.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Yes, indeed. Do you want to take a quick restroom break for the folks here? →",A1,Arc 1: Kraghammer and Vasselheim
1148.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,You okay? →,A1,Arc 1: Kraghammer and Vasselheim
1149.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Zac? →,A1,Arc 1: Kraghammer and Vasselheim
1150.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ZAC,What's that? →,A1,Arc 1: Kraghammer and Vasselheim
1151.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Folks here might want to use the restroom real fast. →,A1,Arc 1: Kraghammer and Vasselheim
1152.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ZAC,You want me to play the intro videos again? →,A1,Arc 1: Kraghammer and Vasselheim
1153.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You know what, go ahead and play some of the intro videos and we'll come back here in a minute to continue the game, while everyone rests, and empties their bladders. We'll be right back guys. →",A1,Arc 1: Kraghammer and Vasselheim
1154.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Hang tight. →,A1,Arc 1: Kraghammer and Vasselheim
1155.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Commercial break. →,A1,Arc 1: Kraghammer and Vasselheim
1156.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Right, listen up! If you have ale, then you have a friend in Grog Strongjaw! A goliath of towering height and size, this barbarian has an appetite for the two great loves in his life: combat, women, and ale! [record scratch] →",A1,Arc 1: Kraghammer and Vasselheim
1157.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Wait. Easily the brains of the group, Grog is often consulted for his vast knowledge of shapes, colors, and shiny things! Also ale. In his early years, armed with his two-handed greataxe, Grog often enjoyed proving his might amongst the ranks of his family's wandering herd. But after coming upon an unsuspecting elderly gnome in the woods, he objected to the killing such an innocent life. A creature of impulse, Grog felt only pity for this-- well, this terrified little thing. And his disobedience cost him dearly. Beaten bloody, and banished by the herd leader, his Uncle Kevdak, Grog was abandoned and left to die. Exiled from his herd, it was then that the relative of the very gnome he fought to save, saved him. It was the kindness of a gnome cleric named Pike that healed Grog, bringing him back from death's edge. →",A1,Arc 1: Kraghammer and Vasselheim
1158.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,And they have remained close friends ever since. →,A1,Arc 1: Kraghammer and Vasselheim
1159.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Most nights, Grog can be found challenging entire taverns to wrestling matches! Or accompanying Scanlan to the nearest house where you pay for lady favors. Also ale! →",A1,Arc 1: Kraghammer and Vasselheim
1160.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"A first impression of Keyleth would leave you with little information on the half-elven druid. You might even think that her social awkwardness due to her sheltered upbringing is kind of sweet. Of course, it would be unwise underestimate her based on first impressions. →",A1,Arc 1: Kraghammer and Vasselheim
1161.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,[thunder crack] →,A1,Arc 1: Kraghammer and Vasselheim
